id,Table_Name,Table_Sub_Name,Table_Section,Breakdown,Quarter,Unit
681,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",201809,Count
682,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,201809,Count
683,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,201809,Count
684,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,201809,Count
685,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,201809,Count
686,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201809,Count
687,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",201809,Count
688,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",201812,Count
689,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,201812,Count
690,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,201812,Count
691,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,201812,Count
692,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,201812,Count
693,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201812,Count
694,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Rental, hiring and real estate services",201812,Count
695,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Arts, recreation, and other services",201903,Count
696,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Goods-producing industries,201903,Count
697,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Health care and social assistance,201903,Count
698,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Other services industries,201903,Count
699,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,Primary industries,201903,Count
700,"Filled jobs by Maori authorities, by industry",Filled jobs by industry,Maori authorities,"Professional, scientific, technical, administrative, and support services",201903,Count
